Time_Index,coal,ng,hydrogen,biomass,uranium,None,elec_imp_uk,elec_imp_no,elec_imp_de,elec_imp_ge,elec_imp_be
328,10.75,8.5,0,9.5,2.55,0,48.58,86.62,91.86,9.05,86.62
329,10.75,8.5,0,9.5,2.55,0,63.25,91.86,94.64,9.04,91.86
330,10.75,8.5,0,9.5,2.55,0,71.36,94.64,85.26,11.04,102.34
331,10.75,8.5,0,9.5,2.55,0,60.09,85.26,79.06,13.69,94.59
332,10.75,8.5,0,9.5,2.55,0,56.2,79.06,78.6,6.84,90
333,10.75,8.5,0,9.5,2.55,0,50.59,78.41,75.39,9.03,82.17
334,10.75,8.5,0,9.5,2.55,0,41.37,74.67,67.19,9.07,79.76
335,10.75,8.5,0,9.5,2.55,0,32.79,69.34,67.9,5.9,70.26
336,10.75,8.5,0,9.5,2.55,0,26.52,69.65,65,5.19,83.8
337,10.75,8.5,0,9.5,2.55,0,21.51,67.08,63.94,3.94,76.83
338,10.75,8.5,0,9.5,2.55,0,17.79,65.98,62.04,1.71,69
339,10.75,8.5,0,9.5,2.55,0,12.33,64.03,62.04,4.1,62.04
340,10.75,8.5,0,9.5,2.55,0,11.69,64.93,69.25,2.65,62.07
341,10.75,8.5,0,9.5,2.55,0,20.31,70.57,79.95,2.87,69.36
342,10.75,8.5,0,9.5,2.55,0,31.83,79.95,83.84,4.01,80.51
343,10.75,8.5,0,9.5,2.55,0,42.81,83.84,99.3,1.58,85.26
344,10.75,8.5,0,9.5,2.55,0,48.07,96.42,100.29,1.74,99.4
345,10.75,8.5,0,9.5,2.55,0,57.28,97.39,94.88,9.08,100.31
346,10.75,8.5,0,9.5,2.55,0,57.76,94.76,90.26,10.31,94.9
347,10.75,8.5,0,9.5,2.55,0,52.36,90.26,83.86,9.01,90.33
348,10.75,8.5,0,9.5,2.55,0,47.94,83.86,82.15,8.03,86.84
349,10.75,8.5,0,9.5,2.55,0,43.28,82.15,84.5,6.76,82.27
350,10.75,8.5,0,9.5,2.55,0,40.38,84.5,89.44,0.42,84.73
351,10.75,8.5,0,9.5,2.55,0,40.48,89.44,99.92,0.29,89.75
352,10.75,8.5,0,9.5,2.55,0,43.9,97.02,109.08,0.32,97.76
353,10.75,8.5,0,9.5,2.55,0,61.46,105.92,115.57,0.46,106.57
354,10.75,8.5,0,9.5,2.55,0,69.2,112.22,110.66,1.25,112.82
355,10.75,8.5,0,9.5,2.55,0,61.98,107.45,103.15,26.95,116.12
356,10.75,8.5,0,9.5,2.55,0,55.66,100.16,92.95,25.27,111.01
357,10.75,8.5,0,9.5,2.55,0,46.71,90.26,89.49,12.17,105.45
358,10.75,8.5,0,9.5,2.55,0,39.4,86.9,86.43,19.69,102.32
359,10.75,8.5,0,9.5,2.55,0,34.97,83.92,81.45,32.14,93.99
360,10.75,8.5,0,9.5,2.55,0,32.98,79.09,81.4,37.47,89.97
361,10.75,8.5,0,9.5,2.55,0,33,79.04,80.07,60.01,84.83
362,10.75,8.5,0,9.5,2.55,0,32.6,79.99,78.26,60.01,81.61
363,10.75,8.5,0,9.5,2.55,0,31.66,78.26,77.59,62.72,78.95
364,10.75,8.5,0,9.5,2.55,0,31.47,76.56,83.45,56.1,79.24
365,10.75,8.5,0,9.5,2.55,0,32.73,80,94.07,63.3,87.15
366,10.75,8.5,0,9.5,2.55,0,40.74,91.15,114.77,87,96.17
367,10.75,8.5,0,9.5,2.55,0,48.07,111.44,150.15,154.63,116.28
368,10.75,8.5,0,9.5,2.55,0,58.12,148.72,150.32,175.11,144.11
369,10.75,8.5,0,9.5,2.55,0,52.27,143.03,139.4,185.99,138.6
370,10.75,8.5,0,9.5,2.55,0,48.59,135.35,116.91,170,122
371,10.75,8.5,0,9.5,2.55,0,47.03,113.52,103.43,150.2,110
372,10.75,8.5,0,9.5,2.55,0,44.79,100.43,94.98,150.89,102.39
373,10.75,8.5,0,9.5,2.55,0,45.42,92.22,96,147.04,94.49
374,10.75,8.5,0,9.5,2.55,0,46.25,93.22,110.25,140.87,102.2
375,10.75,8.5,0,9.5,2.55,0,47.59,107.05,111.39,141.24,110.85
376,10.75,8.5,0,9.5,2.55,0,47.25,108.16,128.15,145.69,112.39
377,10.75,8.5,0,9.5,2.55,0,53.13,124.43,127.31,150.81,128.69
378,10.75,8.5,0,9.5,2.55,0,63.17,123.62,111.77,166.79,131.06
379,10.75,8.5,0,9.5,2.55,0,59.9,108.31,95.49,173.72,118.91
380,10.75,8.5,0,9.5,2.55,0,55.6,92.53,86.21,150.5,100.21
381,10.75,8.5,0,9.5,2.55,0,48.07,84.12,82.04,136.97,88.49
382,10.75,8.5,0,9.5,2.55,0,44.19,79.67,77.69,127.74,82.73
383,10.75,8.5,0,9.5,2.55,0,37.88,77.69,67.86,123.24,80.16
384,10.75,8.5,0,9.5,2.55,0,30.55,69.89,67.35,109.4,72.16
385,10.75,8.5,0,9.5,2.55,0,30.35,69.36,66.48,98.24,71.9
386,10.75,8.5,0,9.5,2.55,0,29.73,68.47,65.6,94.61,70.83
387,10.75,8.5,0,9.5,2.55,0,28.66,67.56,65.36,91.91,69.89
388,10.75,8.5,0,9.5,2.55,0,28.99,67.31,65.33,89.51,69.66
389,10.75,8.5,0,9.5,2.55,0,31.19,67.28,66.94,91.77,71.82
390,10.75,8.5,0,9.5,2.55,0,39.64,70.65,79.28,100,76.3
391,10.75,8.5,0,9.5,2.55,0,45.18,79.94,96,116.96,85.64
392,10.75,8.5,0,9.5,2.55,0,49.05,95.35,102.87,140.8,97.07
393,10.75,8.5,0,9.5,2.55,0,53.46,102.87,106.91,151.96,106.2
394,10.75,8.5,0,9.5,2.55,0,55.66,106.91,107.66,136.1,110.33
395,10.75,8.5,0,9.5,2.55,0,51.24,107.66,117.71,126.17,111.1
396,10.75,8.5,0,9.5,2.55,0,46.38,114.06,121.7,122.75,101.66
397,10.75,8.5,0,9.5,2.55,0,44.56,117.92,121.74,116.07,100.63
398,10.75,8.5,0,9.5,2.55,0,43.5,117.97,125.46,129.56,104.57
399,10.75,8.5,0,9.5,2.55,0,44.48,121.82,128.56,146.05,106.68
400,10.75,8.5,0,9.5,2.55,0,46.32,124.84,140.52,163.85,113.76
401,10.75,8.5,0,9.5,2.55,0,58.47,136.44,123.59,180.05,120
402,10.75,8.5,0,9.5,2.55,0,64.96,120.01,114.28,188.83,117.59
403,10.75,8.5,0,9.5,2.55,0,56.82,110.96,109.8,176.9,110.34
404,10.75,8.5,0,9.5,2.55,0,49.99,106.61,101.09,175.56,98.1
405,10.75,8.5,0,9.5,2.55,0,48.07,97.51,94.28,154.02,89.77
406,10.75,8.5,0,9.5,2.55,0,47.06,91.36,84.17,146.26,84.33
407,10.75,8.5,0,9.5,2.55,0,41.37,81.56,81.33,139.94,79.95
408,10.75,8.5,0,9.5,2.55,0,36.29,77.34,77.2,127.73,75.71
409,10.75,8.5,0,9.5,2.55,0,32.82,74.8,75.29,122.85,76.36
410,10.75,8.5,0,9.5,2.55,0,33.63,72.96,74.91,124.68,72.61
411,10.75,8.5,0,9.5,2.55,0,29.2,72.58,77.57,124.64,71.41
412,10.75,8.5,0,9.5,2.55,0,29.28,75.17,81,122.87,69.82
413,10.75,8.5,0,9.5,2.55,0,29.52,78.49,91.25,119.91,71.68
414,10.75,8.5,0,9.5,2.55,0,34.19,88.6,111.55,126.6,80.87
415,10.75,8.5,0,9.5,2.55,0,36.65,107.84,125.89,152.72,98.54
416,10.75,8.5,0,9.5,2.55,0,41.08,122.24,122.17,171.69,109.92
417,10.75,8.5,0,9.5,2.55,0,42.96,118.63,110.9,188.67,109.72
418,10.75,8.5,0,9.5,2.55,0,46.89,107.9,107.95,183.11,108.42
419,10.75,8.5,0,9.5,2.55,0,46.87,104.6,93.55,161.25,96.76
420,10.75,8.5,0,9.5,2.55,0,43.7,90.65,87.62,152.45,90.27
421,10.75,8.5,0,9.5,2.55,0,41.79,84.91,86.43,140.87,81.24
422,10.75,8.5,0,9.5,2.55,0,40.59,83.75,94.25,141.24,86.86
423,10.75,8.5,0,9.5,2.55,0,41,91.33,99.52,142.33,90.14
424,10.75,8.5,0,9.5,2.55,0,41.43,96.44,104.68,152.69,94.61
425,10.75,8.5,0,9.5,2.55,0,53.77,101.44,103.26,153.81,99.72
426,10.75,8.5,0,9.5,2.55,0,70.84,100.48,94.53,164.64,103.48
427,10.75,8.5,0,9.5,2.55,0,61.93,91.18,86.97,158.96,101.99
428,10.75,8.5,0,9.5,2.55,0,56.16,84.28,81.13,133.55,93.79
429,10.75,8.5,0,9.5,2.55,0,51.87,80.54,77.43,137.48,83.17
430,10.75,8.5,0,9.5,2.55,0,46.09,77.43,71.33,131.47,84.51
431,10.75,8.5,0,9.5,2.55,0,40.38,71.33,68.4,128.99,73.61
432,10.75,8.5,0,9.5,2.55,0,50.34,68.4,65.34,112.68,72.9
433,10.75,8.5,0,9.5,2.55,0,46.18,65.34,64.05,111.53,67.93
434,10.75,8.5,0,9.5,2.55,0,41.75,64.05,62.76,106.98,68.2
435,10.75,8.5,0,9.5,2.55,0,37.94,62.76,63.32,104.97,62.76
436,10.75,8.5,0,9.5,2.55,0,33.65,63.32,65.85,101.72,63.32
437,10.75,8.5,0,9.5,2.55,0,30.96,65.85,75.74,99.14,67.86
438,10.75,8.5,0,9.5,2.55,0,30.76,74.04,85.73,110.95,80.19
439,10.75,8.5,0,9.5,2.55,0,33.39,83.25,104.06,118.22,88.24
440,10.75,8.5,0,9.5,2.55,0,35.05,101.04,102.85,149.62,104.27
441,10.75,8.5,0,9.5,2.55,0,44.28,99.87,95.15,159.93,111.49
442,10.75,8.5,0,9.5,2.55,0,46.81,92.39,86.36,155.88,104.92
443,10.75,8.5,0,9.5,2.55,0,47.7,83.85,76.83,154.81,89.36
444,10.75,8.5,0,9.5,2.55,0,45.71,74.6,73.35,138.63,82.74
445,10.75,8.5,0,9.5,2.55,0,47.19,74.2,75.21,150.07,73.38
446,10.75,8.5,0,9.5,2.55,0,46.18,75.3,77.45,154.87,75.24
447,10.75,8.5,0,9.5,2.55,0,46.05,75.21,84.69,160.49,81.07
448,10.75,8.5,0,9.5,2.55,0,41.75,82.23,93.6,179.1,85.26
449,10.75,8.5,0,9.5,2.55,0,55.29,90.89,88.05,186.29,93.99
450,10.75,8.5,0,9.5,2.55,0,69.96,88.86,77.37,198.73,97.83
451,10.75,8.5,0,9.5,2.55,0,60.65,79.68,74,197.57,99.44
452,10.75,8.5,0,9.5,2.55,0,56.17,75.82,71.12,186.29,87.04
453,10.75,8.5,0,9.5,2.55,0,48.58,73.01,68.64,169.93,85.89
454,10.75,8.5,0,9.5,2.55,0,45.29,70.69,64.75,159.77,85.25
455,10.75,8.5,0,9.5,2.55,0,40.13,66.69,66,162.14,81.64
456,10.75,8.5,0,9.5,2.55,0,38.01,67.62,63.45,139.5,87.07
457,10.75,8.5,0,9.5,2.55,0,37.75,65.35,63.54,146.89,68.7
458,10.75,8.5,0,9.5,2.55,0,37.37,65.42,61.82,144.5,75
459,10.75,8.5,0,9.5,2.55,0,35.64,63.68,61.85,142.44,68.7
460,10.75,8.5,0,9.5,2.55,0,34.83,63.7,61.75,142.8,64.79
461,10.75,8.5,0,9.5,2.55,0,37.61,63.59,62.59,144.98,68.7
462,10.75,8.5,0,9.5,2.55,0,48,64.45,66.9,150.5,75.1
463,10.75,8.5,0,9.5,2.55,0,56.93,68.55,74.82,176.01,81.6
464,10.75,8.5,0,9.5,2.55,0,62.39,74.82,77.9,208.07,89.92
465,10.75,8.5,0,9.5,2.55,0,59.97,78.85,71.8,235.06,94.94
466,10.75,8.5,0,9.5,2.55,0,55.8,73.57,70.77,221.7,89.64
467,10.75,8.5,0,9.5,2.55,0,50.66,72.51,67.73,209.77,80.3
468,10.75,8.5,0,9.5,2.55,0,46.24,69.75,68.78,201.52,79.06
469,10.75,8.5,0,9.5,2.55,0,45.24,70.79,73.39,189.26,70.51
470,10.75,8.5,0,9.5,2.55,0,45.34,73.39,79.11,181.63,73.42
471,10.75,8.5,0,9.5,2.55,0,47.01,76.82,87.8,182.36,79.17
472,10.75,8.5,0,9.5,2.55,0,48.38,85.26,94.93,192,87.89
473,10.75,8.5,0,9.5,2.55,0,61.62,92.18,99.87,200,95
474,10.75,8.5,0,9.5,2.55,0,63.07,96.97,91.57,208.22,99.91
475,10.75,8.5,0,9.5,2.55,0,59.54,88.91,80,208.4,91.65
476,10.75,8.5,0,9.5,2.55,0,54.03,79.24,73.39,197,84.5
477,10.75,8.5,0,9.5,2.55,0,49.62,73.39,70.42,175.7,75.75
478,10.75,8.5,0,9.5,2.55,0,46,70.42,66.99,166.37,80.08
479,10.75,8.5,0,9.5,2.55,0,43.66,66.99,59.7,163.1,69.13
480,10.75,8.5,0,9.5,2.55,0,39.14,61.48,57.55,147.55,70.35
481,10.75,8.5,0,9.5,2.55,0,38.64,59.04,55.15,144.13,58.07
482,10.75,8.5,0,9.5,2.55,0,39.41,56.46,50.89,140.06,55.15
483,10.75,8.5,0,9.5,2.55,0,37.99,52.98,48.51,140.19,50.89
484,10.75,8.5,0,9.5,2.55,0,38.46,50.06,47.45,133.74,48.61
485,10.75,8.5,0,9.5,2.55,0,40.33,48.97,45.53,131.24,47.69
486,10.75,8.5,0,9.5,2.55,0,44.76,46.99,43.96,132.06,45.87
487,10.75,8.5,0,9.5,2.55,0,53.74,45.37,51.36,130.47,48
488,10.75,8.5,0,9.5,2.55,0,66.46,53,54.36,140.25,53.45
489,10.75,8.5,0,9.5,2.55,0,68.57,56.09,46.06,152.48,61.11
490,10.75,8.5,0,9.5,2.55,0,64.14,57.2,48.67,171.66,65.23
491,10.75,8.5,0,9.5,2.55,0,58.19,58.1,38.48,170.01,61.13
492,10.75,8.5,0,9.5,2.55,0,53.13,58.31,37.69,156.94,66
493,10.75,8.5,0,9.5,2.55,0,50.48,58.05,44.3,147.91,51.7
494,10.75,8.5,0,9.5,2.55,0,50.86,58.02,49.04,137.02,55.84
495,10.75,8.5,0,9.5,2.55,0,52.78,58.77,49.83,136.58,53.12
496,10.75,8.5,0,9.5,2.55,0,55.29,59.96,56.65,135.9,54.79
497,10.75,8.5,0,9.5,2.55,0,65.41,60.38,61.45,144.22,64.04
498,10.75,8.5,0,9.5,2.55,0,74.82,61.49,58.64,173.92,81.42
499,10.75,8.5,0,9.5,2.55,0,63.72,60.39,51.5,178.89,86.58
500,10.75,8.5,0,9.5,2.55,0,55.35,57.98,52.46,143.52,82.51
501,10.75,8.5,0,9.5,2.55,0,50.92,56.7,50.39,138.53,56.26
502,10.75,8.5,0,9.5,2.55,0,48.01,56.06,39.46,136.04,69.78
503,10.75,8.5,0,9.5,2.55,0,46.35,55.03,36.66,131.88,65
504,10.75,8.5,0,9.5,2.55,0,41.37,50.35,22.24,117.76,40.66
505,10.75,8.5,0,9.5,2.55,0,40.48,49.95,18.62,127.6,34.75
506,10.75,8.5,0,9.5,2.55,0,39.49,46.02,5.04,119.01,29.55
507,10.75,8.5,0,9.5,2.55,0,38.59,28.85,5.06,116.77,15.28
508,10.75,8.5,0,9.5,2.55,0,37.64,18.6,20,118.35,12.04
509,10.75,8.5,0,9.5,2.55,0,38.68,20.63,40.5,122.12,22.2
510,10.75,8.5,0,9.5,2.55,0,42.72,48.88,60.47,117.79,45.32
511,10.75,8.5,0,9.5,2.55,0,51.74,59.84,66.48,127.6,67.3
512,10.75,8.5,0,9.5,2.55,0,63.44,62.97,57.58,127.6,90.1
513,10.75,8.5,0,9.5,2.55,0,67.21,61.14,61.55,137.51,86.66
514,10.75,8.5,0,9.5,2.55,0,68,62.92,60.6,145.82,74.3
515,10.75,8.5,0,9.5,2.55,0,63.57,61.45,56.92,151.28,61.08
516,10.75,8.5,0,9.5,2.55,0,60.72,59.82,56.72,161.75,57.24
517,10.75,8.5,0,9.5,2.55,0,61.1,58.54,58.23,161.55,57.15
518,10.75,8.5,0,9.5,2.55,0,55.66,60.09,59.73,150,59.41
519,10.75,8.5,0,9.5,2.55,0,58.02,61.39,59.99,154.9,61.39
520,10.75,8.5,0,9.5,2.55,0,61.41,61.78,61.85,157.49,64.73
521,10.75,8.5,0,9.5,2.55,0,68.72,63.69,61.03,171.03,80.36
522,10.75,8.5,0,9.5,2.55,0,72.36,62.85,60.03,191.99,95.47
523,10.75,8.5,0,9.5,2.55,0,65.96,61.83,59.6,202.07,82.94
524,10.75,8.5,0,9.5,2.55,0,58.38,61.38,57,199.19,68.49
525,10.75,8.5,0,9.5,2.55,0,51.9,60.22,55.89,179.01,60.95
526,10.75,8.5,0,9.5,2.55,0,48.56,57.56,49.88,170.77,57.19
527,10.75,8.5,0,9.5,2.55,0,43.41,52.01,16.23,162.86,51.22
528,10.75,8.5,0,9.5,2.55,0,42,17.4,10.1,153.56,18.05
529,10.75,8.5,0,9.5,2.55,0,40.78,11.35,9.37,148.96,12.51
530,10.75,8.5,0,9.5,2.55,0,39.89,10.33,4.17,149,11.58
531,10.75,8.5,0,9.5,2.55,0,38.06,5.17,10.22,148.4,6.61
532,10.75,8.5,0,9.5,2.55,0,38.16,25,39.23,147.59,12.27
533,10.75,8.5,0,9.5,2.55,0,38.04,52.23,58.99,149.88,40.3
534,10.75,8.5,0,9.5,2.55,0,41.69,58.99,60.93,150.32,63.03
535,10.75,8.5,0,9.5,2.55,0,51.96,61.07,61.9,189.96,83.01
536,10.75,8.5,0,9.5,2.55,0,69.58,63.75,61.11,226.54,90.63
537,10.75,8.5,0,9.5,2.55,0,68.09,62.93,59.97,257.92,87.82
538,10.75,8.5,0,9.5,2.55,0,67.86,61.76,59.44,270.22,90.68
539,10.75,8.5,0,9.5,2.55,0,63.17,61.22,59.14,249.94,69.58
540,10.75,8.5,0,9.5,2.55,0,60.9,60.91,59.43,230.23,63.11
541,10.75,8.5,0,9.5,2.55,0,59.06,61.33,61.9,220.95,61.31
542,10.75,8.5,0,9.5,2.55,0,56.32,63.62,62.76,219.18,66.08
543,10.75,8.5,0,9.5,2.55,0,58.9,64.64,66.29,219.69,72.97
544,10.75,8.5,0,9.5,2.55,0,60.23,66.29,68.46,218.99,71.52
545,10.75,8.5,0,9.5,2.55,0,68.59,68.46,66.78,224.58,81.2
546,10.75,8.5,0,9.5,2.55,0,75.9,66.78,63.34,248.9,85.19
547,10.75,8.5,0,9.5,2.55,0,66.65,63.34,60.46,248.07,76.01
548,10.75,8.5,0,9.5,2.55,0,61.27,60.46,53.74,223.19,65.02
549,10.75,8.5,0,9.5,2.55,0,52.03,58.04,45.36,203.53,59.18
550,10.75,8.5,0,9.5,2.55,0,47.03,52.92,33.26,184.01,49.44
551,10.75,8.5,0,9.5,2.55,0,44.72,43.99,3.05,172.09,35.17
552,10.75,8.5,0,9.5,2.55,0,38.75,38.23,-0.03,163.48,7.03
553,10.75,8.5,0,9.5,2.55,0,39.33,25.17,0,164.85,4.49
554,10.75,8.5,0,9.5,2.55,0,38.74,20.64,-0.01,160.07,2.58
555,10.75,8.5,0,9.5,2.55,0,38.08,18.82,-0.02,154.79,-1.54
556,10.75,8.5,0,9.5,2.55,0,37.95,17.85,-0.18,149.05,-3.25
557,10.75,8.5,0,9.5,2.55,0,37.95,19.55,14.76,153.65,1.81
558,10.75,8.5,0,9.5,2.55,0,43.98,25.5,42.09,163.34,19.75
559,10.75,8.5,0,9.5,2.55,0,54.35,49.44,50.07,183.61,54.63
560,10.75,8.5,0,9.5,2.55,0,69.43,53.23,49.54,210.08,69.49
561,10.75,8.5,0,9.5,2.55,0,67.82,53.88,50.1,251.1,67.86
562,10.75,8.5,0,9.5,2.55,0,66.82,53.68,50.78,256.43,59.12
563,10.75,8.5,0,9.5,2.55,0,64.33,53.19,39.32,238.66,53.98
564,10.75,8.5,0,9.5,2.55,0,61.89,52.59,36.44,229.98,44.05
565,10.75,8.5,0,9.5,2.55,0,58.26,52.38,45.04,217.92,40.69
566,10.75,8.5,0,9.5,2.55,0,56.85,50.51,49.95,206.05,48.46
567,10.75,8.5,0,9.5,2.55,0,58.02,51.54,50.8,215.28,60.32
568,10.75,8.5,0,9.5,2.55,0,59.04,52.96,54.21,217.98,65.43
569,10.75,8.5,0,9.5,2.55,0,66.47,55.41,53.32,224.58,74.61
570,10.75,8.5,0,9.5,2.55,0,71.39,54.92,50.09,250,95.9
571,10.75,8.5,0,9.5,2.55,0,65.57,51.81,42.18,250,98.72
572,10.75,8.5,0,9.5,2.55,0,57.02,50.04,40.04,231.15,95.47
573,10.75,8.5,0,9.5,2.55,0,47.64,50.12,42.01,214.02,83.42
574,10.75,8.5,0,9.5,2.55,0,47.21,49.9,38.53,187.37,87.7
575,10.75,8.5,0,9.5,2.55,0,44.36,47.52,44.34,172.43,92.64
576,10.75,8.5,0,9.5,2.55,0,49.85,48.68,45.06,162.24,73.8
577,10.75,8.5,0,9.5,2.55,0,45.04,46.66,43.34,149.17,68.31
578,10.75,8.5,0,9.5,2.55,0,40.33,44.94,44.92,150.83,69.56
579,10.75,8.5,0,9.5,2.55,0,38.3,48.66,46.22,150.71,61.26
580,10.75,8.5,0,9.5,2.55,0,35.8,50.74,52.38,147.57,63
581,10.75,8.5,0,9.5,2.55,0,34.16,53.13,58.03,146.7,68.44
582,10.75,8.5,0,9.5,2.55,0,35.49,59.39,66.05,150.85,73.29
583,10.75,8.5,0,9.5,2.55,0,38.6,66.05,89.02,170.6,84.41
584,10.75,8.5,0,9.5,2.55,0,44.13,89.02,85.25,200.09,96.83
585,10.75,8.5,0,9.5,2.55,0,47.57,85.25,81.35,225.04,90.61
586,10.75,8.5,0,9.5,2.55,0,50.24,81.35,76.22,225,83.96
587,10.75,8.5,0,9.5,2.55,0,49.07,76.22,73.15,212.42,78.66
588,10.75,8.5,0,9.5,2.55,0,47.59,72.63,75.99,200.98,74.95
589,10.75,8.5,0,9.5,2.55,0,44.84,75.44,84.98,193.2,73.01
590,10.75,8.5,0,9.5,2.55,0,43.17,79.56,92.07,185.2,74.59
591,10.75,8.5,0,9.5,2.55,0,45,89.1,101.38,191.7,74.78
592,10.75,8.5,0,9.5,2.55,0,47.16,81.53,123.38,197.3,81.64
593,10.75,8.5,0,9.5,2.55,0,53.13,119.56,115.54,199.19,94.69
594,10.75,8.5,0,9.5,2.55,0,68.57,111.96,98.79,206.35,102.98
595,10.75,8.5,0,9.5,2.55,0,59.37,95.73,91.07,208.62,97.16
596,10.75,8.5,0,9.5,2.55,0,47.33,88.24,86.31,193.21,84
597,10.75,8.5,0,9.5,2.55,0,45.54,83.64,80.43,174.29,77.81
598,10.75,8.5,0,9.5,2.55,0,44.57,77.93,75.16,165.95,75.01
599,10.75,8.5,0,9.5,2.55,0,39.87,72.83,62.8,163.61,70.48
600,10.75,8.5,0,9.5,2.55,0,37.52,62.8,61.96,153.23,62.8
601,10.75,8.5,0,9.5,2.55,0,36.4,60.82,58.49,150,62
602,10.75,8.5,0,9.5,2.55,0,33.7,58.49,54.79,140.33,58.49
603,10.75,8.5,0,9.5,2.55,0,31.05,55.94,47.62,137.13,53.24
604,10.75,8.5,0,9.5,2.55,0,30.43,54.75,50.65,134.63,41.51
605,10.75,8.5,0,9.5,2.55,0,29.06,52.16,56.27,136.01,50.24
606,10.75,8.5,0,9.5,2.55,0,29.04,57.95,62.97,143.85,59.56
607,10.75,8.5,0,9.5,2.55,0,30.62,62.97,64.94,165.68,72.56
608,10.75,8.5,0,9.5,2.55,0,32.38,64.94,63.8,186.98,78.57
609,10.75,8.5,0,9.5,2.55,0,37.08,63.8,61.22,198.95,75.21
610,10.75,8.5,0,9.5,2.55,0,41.75,61.22,58.74,202.91,65.88
611,10.75,8.5,0,9.5,2.55,0,45.06,58.74,52.28,197.11,60.49
612,10.75,8.5,0,9.5,2.55,0,45.95,54.47,46.47,194.23,53.75
613,10.75,8.5,0,9.5,2.55,0,51.87,52.18,49.28,187.19,48.27
614,10.75,8.5,0,9.5,2.55,0,53.32,52.18,50.11,184.72,51.41
615,10.75,8.5,0,9.5,2.55,0,53.07,52.78,52.74,181.28,52.92
616,10.75,8.5,0,9.5,2.55,0,45.43,54.86,57.37,175.62,63.37
617,10.75,8.5,0,9.5,2.55,0,54.4,57.37,55.28,168.86,75.47
618,10.75,8.5,0,9.5,2.55,0,71.98,56.93,54.53,186.2,102.08
619,10.75,8.5,0,9.5,2.55,0,64.52,56.16,54.32,180.73,100.79
620,10.75,8.5,0,9.5,2.55,0,55.58,55.94,54.35,170.55,96.86
621,10.75,8.5,0,9.5,2.55,0,43.52,55.97,54.39,158.99,75
622,10.75,8.5,0,9.5,2.55,0,47.47,56.02,53.71,154.44,84.86
623,10.75,8.5,0,9.5,2.55,0,35.99,55.31,54.44,149.75,78.2
624,10.75,8.5,0,9.5,2.55,0,35.31,56.07,55.03,137.91,70.44
625,10.75,8.5,0,9.5,2.55,0,32.39,56.57,56.21,135,64.85
626,10.75,8.5,0,9.5,2.55,0,29.58,56.47,55.05,132.23,60.5
627,10.75,8.5,0,9.5,2.55,0,25.68,56.05,55.74,130.32,56.3
628,10.75,8.5,0,9.5,2.55,0,23.23,55.74,56.83,125.11,55.98
629,10.75,8.5,0,9.5,2.55,0,27.99,56.83,57.24,128.31,57.38
630,10.75,8.5,0,9.5,2.55,0,31.12,57.24,57.86,134.12,59.41
631,10.75,8.5,0,9.5,2.55,0,44.51,57.86,58.13,151.01,66.26
632,10.75,8.5,0,9.5,2.55,0,47.57,58.13,58.5,176.1,79.16
633,10.75,8.5,0,9.5,2.55,0,47.33,58.5,58.2,195,77
634,10.75,8.5,0,9.5,2.55,0,47.11,58.2,56.61,199.19,66.57
635,10.75,8.5,0,9.5,2.55,0,44.93,56.61,55.84,195,58.07
636,10.75,8.5,0,9.5,2.55,0,46.67,55.84,53.88,190,55.84
637,10.75,8.5,0,9.5,2.55,0,47.46,55.48,59.14,183.06,53.88
638,10.75,8.5,0,9.5,2.55,0,47.75,57.54,57.95,180,59.74
639,10.75,8.5,0,9.5,2.55,0,49.19,57.95,58.93,181.5,73.58
640,10.75,8.5,0,9.5,2.55,0,47.03,58.93,61.75,185,76.81
641,10.75,8.5,0,9.5,2.55,0,53.13,59.96,61.31,188,82.12
642,10.75,8.5,0,9.5,2.55,0,69.71,59.54,59.43,198.05,95.96
643,10.75,8.5,0,9.5,2.55,0,65.78,59.07,58.21,200.7,92.53
644,10.75,8.5,0,9.5,2.55,0,60.69,58.21,57.85,193.7,84.45
645,10.75,8.5,0,9.5,2.55,0,50.06,57.85,57.73,181.5,76.15
646,10.75,8.5,0,9.5,2.55,0,42.42,57.73,57.61,166.25,75.97
647,10.75,8.5,0,9.5,2.55,0,39.22,57.61,66.77,155.12,72.7
648,10.75,8.5,0,9.5,2.55,0,50.6,57.52,58.8,146,66.77
649,10.75,8.5,0,9.5,2.55,0,50.54,57.09,58.26,139.9,59.33
650,10.75,8.5,0,9.5,2.55,0,45.04,56.57,57.72,135.06,55.71
651,10.75,8.5,0,9.5,2.55,0,36.36,56.05,57.87,133.38,52.51
652,10.75,8.5,0,9.5,2.55,0,27.76,56.2,57.63,129.59,51.24
653,10.75,8.5,0,9.5,2.55,0,28.68,55.96,57.72,125.28,51.9
654,10.75,8.5,0,9.5,2.55,0,34.12,56.05,58.98,122.83,52.62
655,10.75,8.5,0,9.5,2.55,0,45.71,56.79,59.2,128.85,54.74
656,10.75,8.5,0,9.5,2.55,0,50.6,56.26,55.08,136.32,57
657,10.75,8.5,0,9.5,2.55,0,58.19,54.9,51.16,145.43,55.42
658,10.75,8.5,0,9.5,2.55,0,57.9,51.45,45.75,160.16,51.73
659,10.75,8.5,0,9.5,2.55,0,48.68,48.56,41.58,161.57,46.48
660,10.75,8.5,0,9.5,2.55,0,44.06,42.91,40.09,157.3,41.78
661,10.75,8.5,0,9.5,2.55,0,42.62,45.26,50.65,141.56,40.22
