Time_Index,coal,ng,hydrogen,biomass,uranium,None,elec_imp_uk,elec_imp_no,elec_imp_de,elec_imp_ge,elec_imp_be
7996,10.75,8.5,0,9.5,2.55,0,51.22,45.13,115.28,102.2,101.11
7997,10.75,8.5,0,9.5,2.55,0,50.63,46.19,135.99,100,109.2
7998,10.75,8.5,0,9.5,2.55,0,50.64,57.97,163.86,101.63,122.91
7999,10.75,8.5,0,9.5,2.55,0,51.92,72.94,173.56,106.3,142.74
8000,10.75,8.5,0,9.5,2.55,0,50.09,76.38,157.37,129.41,157.31
8001,10.75,8.5,0,9.5,2.55,0,55.53,65.96,138.35,168.09,145.35
8002,10.75,8.5,0,9.5,2.55,0,62.75,57.91,120.06,219.27,129.12
8003,10.75,8.5,0,9.5,2.55,0,60.85,53.95,110.05,237.13,116.88
8004,10.75,8.5,0,9.5,2.55,0,58.7,50.52,114.26,222.5,109.8
8005,10.75,8.5,0,9.5,2.55,0,70.72,48.87,109.3,223.34,104.68
8006,10.75,8.5,0,9.5,2.55,0,68.3,48.27,122.72,195.21,108.1
8007,10.75,8.5,0,9.5,2.55,0,59.46,48.45,122.68,189.81,117.78
8008,10.75,8.5,0,9.5,2.55,0,59.49,51.02,144.38,195,130.37
8009,10.75,8.5,0,9.5,2.55,0,99.93,50.89,142.03,195,140.77
8010,10.75,8.5,0,9.5,2.55,0,126.5,45.63,130.81,226,142.28
8011,10.75,8.5,0,9.5,2.55,0,88.54,44.87,119.9,261,132.09
8012,10.75,8.5,0,9.5,2.55,0,65.63,43.85,112.1,249.34,120.64
8013,10.75,8.5,0,9.5,2.55,0,61.27,43.25,113.73,194.49,113.92
8014,10.75,8.5,0,9.5,2.55,0,58.52,42.86,103.28,153.93,114.01
8015,10.75,8.5,0,9.5,2.55,0,52.82,41.7,79.99,132.72,103.54
8016,10.75,8.5,0,9.5,2.55,0,54.64,39.84,60.67,124.72,99.73
8017,10.75,8.5,0,9.5,2.55,0,53.89,39.29,51.74,113.79,92.93
8018,10.75,8.5,0,9.5,2.55,0,49.33,38.86,39.47,106.91,90.26
8019,10.75,8.5,0,9.5,2.55,0,45.2,38.76,38.74,102.63,87.45
8020,10.75,8.5,0,9.5,2.55,0,45.51,37.93,37.17,99.1,88.79
8021,10.75,8.5,0,9.5,2.55,0,48,36.17,38,95.88,90.72
8022,10.75,8.5,0,9.5,2.55,0,63.14,36.92,40.06,96.07,89.26
8023,10.75,8.5,0,9.5,2.55,0,77.69,38.74,41.07,102.31,103.53
8024,10.75,8.5,0,9.5,2.55,0,73.37,39.71,42.01,120.03,112.89
8025,10.75,8.5,0,9.5,2.55,0,74.49,40.59,41.9,152.11,107.62
8026,10.75,8.5,0,9.5,2.55,0,68.88,40.48,42.51,203.46,97.18
8027,10.75,8.5,0,9.5,2.55,0,65.17,41.16,42.08,222.63,86.58
8028,10.75,8.5,0,9.5,2.55,0,62.22,40.87,55.01,215.37,88.11
8029,10.75,8.5,0,9.5,2.55,0,61.17,41.94,89.25,213.52,90.68
8030,10.75,8.5,0,9.5,2.55,0,61.21,41.96,99.55,197.09,100
8031,10.75,8.5,0,9.5,2.55,0,61.79,42.08,114.99,175.19,116.92
8032,10.75,8.5,0,9.5,2.55,0,63.03,42.8,136.94,174.32,126.03
8033,10.75,8.5,0,9.5,2.55,0,73.41,42.89,135.9,184.4,137.03
8034,10.75,8.5,0,9.5,2.55,0,78.93,42.34,129.94,200.05,136.48
8035,10.75,8.5,0,9.5,2.55,0,69.35,41.92,116.42,230.69,131.96
8036,10.75,8.5,0,9.5,2.55,0,66.06,41.76,112.18,199.16,124.51
8037,10.75,8.5,0,9.5,2.55,0,58.75,41.39,114.78,168.56,115.08
8038,10.75,8.5,0,9.5,2.55,0,54.73,40.6,106.67,142.37,114.78
8039,10.75,8.5,0,9.5,2.55,0,49.87,40,95.2,125.13,106.67
8040,10.75,8.5,0,9.5,2.55,0,53.83,38.45,90.01,118.4,99.66
8041,10.75,8.5,0,9.5,2.55,0,49.29,38.53,88.14,108.13,90.01
8042,10.75,8.5,0,9.5,2.55,0,50.6,38.4,85.7,105.22,88.14
8043,10.75,8.5,0,9.5,2.55,0,46.76,38.3,84.27,102.69,85.7
8044,10.75,8.5,0,9.5,2.55,0,43.24,38.26,80,101.25,83.86
8045,10.75,8.5,0,9.5,2.55,0,45.39,38.42,83.23,98.89,82.6
8046,10.75,8.5,0,9.5,2.55,0,54,38.63,89.19,97.96,82.3
8047,10.75,8.5,0,9.5,2.55,0,62.65,38.92,99.19,97.83,89.15
8048,10.75,8.5,0,9.5,2.55,0,60.72,38.9,94.6,98.93,98.83
8049,10.75,8.5,0,9.5,2.55,0,69.93,39.11,89.3,104.88,94.6
8050,10.75,8.5,0,9.5,2.55,0,74.64,39.32,82.38,120.34,89.3
8051,10.75,8.5,0,9.5,2.55,0,70.84,39.62,85.25,127.99,82.38
8052,10.75,8.5,0,9.5,2.55,0,67.75,39.43,83.08,130.75,85.25
8053,10.75,8.5,0,9.5,2.55,0,70.1,39.42,90.61,127.22,83.08
8054,10.75,8.5,0,9.5,2.55,0,68.31,39.57,102.81,121.58,86.81
8055,10.75,8.5,0,9.5,2.55,0,67.66,39.53,117.45,114.58,102.73
8056,10.75,8.5,0,9.5,2.55,0,72.27,39.88,109.95,118.52,114.71
8057,10.75,8.5,0,9.5,2.55,0,91.21,39.97,101.55,123.5,118.12
8058,10.75,8.5,0,9.5,2.55,0,107.49,39.82,83.52,129.79,123.59
8059,10.75,8.5,0,9.5,2.55,0,77.78,39.4,67.29,144.04,113.7
8060,10.75,8.5,0,9.5,2.55,0,67.62,39.21,58.81,144.96,95.16
8061,10.75,8.5,0,9.5,2.55,0,62.02,38.83,50.16,129.56,87.1
8062,10.75,8.5,0,9.5,2.55,0,60.6,38.92,45.39,122.52,97.7
8063,10.75,8.5,0,9.5,2.55,0,55.61,38.67,22.3,114.83,85
8064,10.75,8.5,0,9.5,2.55,0,55.77,35.05,27.04,109.88,75.88
8065,10.75,8.5,0,9.5,2.55,0,54.12,32.81,31.54,106.01,66.89
8066,10.75,8.5,0,9.5,2.55,0,52.3,30.57,31.48,108.3,62.19
8067,10.75,8.5,0,9.5,2.55,0,50.44,30.5,31.81,102.68,47.17
8068,10.75,8.5,0,9.5,2.55,0,51.76,30.84,38.16,99.88,48.98
8069,10.75,8.5,0,9.5,2.55,0,55.16,37.4,53.51,98.62,68.24
8070,10.75,8.5,0,9.5,2.55,0,64.47,39.32,56.7,94.62,94.08
8071,10.75,8.5,0,9.5,2.55,0,65.84,40.72,66.54,91.72,127.06
8072,10.75,8.5,0,9.5,2.55,0,72.49,41.98,65.31,88.86,127.54
8073,10.75,8.5,0,9.5,2.55,0,79.57,41.8,65.01,92.13,124.54
8074,10.75,8.5,0,9.5,2.55,0,82.14,42.12,64.99,97.02,122.05
8075,10.75,8.5,0,9.5,2.55,0,78.45,41.94,67.11,100.15,116.48
8076,10.75,8.5,0,9.5,2.55,0,78.11,41.74,70.16,104.96,115.46
8077,10.75,8.5,0,9.5,2.55,0,80.08,41.63,90.97,105.07,125.49
8078,10.75,8.5,0,9.5,2.55,0,75.9,41.49,108.28,102.91,131.95
8079,10.75,8.5,0,9.5,2.55,0,68.31,41.94,133.7,100,140.12
8080,10.75,8.5,0,9.5,2.55,0,68.69,42.49,147.07,105.68,135
8081,10.75,8.5,0,9.5,2.55,0,113.8,41.99,147.9,115,141.05
8082,10.75,8.5,0,9.5,2.55,0,109.74,41.63,138,122.2,148.83
8083,10.75,8.5,0,9.5,2.55,0,86.19,40.59,115.43,127.9,140
8084,10.75,8.5,0,9.5,2.55,0,70.93,39.99,100.05,129.05,123.04
8085,10.75,8.5,0,9.5,2.55,0,64.52,39.54,95.34,126.07,114.52
8086,10.75,8.5,0,9.5,2.55,0,58.93,38.89,88.69,112.33,113.57
8087,10.75,8.5,0,9.5,2.55,0,52.78,38.66,95.49,100,103.16
8088,10.75,8.5,0,9.5,2.55,0,55.66,40.66,90.9,99.09,111.28
8089,10.75,8.5,0,9.5,2.55,0,52.95,41.46,88,89,103.77
8090,10.75,8.5,0,9.5,2.55,0,52.15,41.62,86.8,93.86,97.36
8091,10.75,8.5,0,9.5,2.55,0,50.92,41.8,94.96,89.81,96.1
8092,10.75,8.5,0,9.5,2.55,0,50.15,41.93,95.57,88.02,106.37
8093,10.75,8.5,0,9.5,2.55,0,52.62,42.54,119.94,85.38,111.92
8094,10.75,8.5,0,9.5,2.55,0,63.15,49.98,142,85.83,124.14
8095,10.75,8.5,0,9.5,2.55,0,67.72,116.44,148.66,92.04,146.65
8096,10.75,8.5,0,9.5,2.55,0,69.77,126.27,128.92,104.1,156.64
8097,10.75,8.5,0,9.5,2.55,0,77.3,117.16,101.06,118.06,152.48
8098,10.75,8.5,0,9.5,2.55,0,73.65,101.41,94.97,123.16,143.8
8099,10.75,8.5,0,9.5,2.55,0,74.02,67.31,94.92,126.12,140.93
8100,10.75,8.5,0,9.5,2.55,0,72.58,64.54,95.2,128.02,138.18
8101,10.75,8.5,0,9.5,2.55,0,69.92,56.87,144.34,130.7,143.02
8102,10.75,8.5,0,9.5,2.55,0,66.49,63.43,163.96,126.45,149.12
8103,10.75,8.5,0,9.5,2.55,0,70.74,65.62,199.28,131.42,160.95
8104,10.75,8.5,0,9.5,2.55,0,82.22,77.14,209.14,126.97,182.16
8105,10.75,8.5,0,9.5,2.55,0,137.64,203.9,197.88,124.84,206.05
8106,10.75,8.5,0,9.5,2.55,0,190.8,192.04,189.83,122.27,197.88
8107,10.75,8.5,0,9.5,2.55,0,101.2,184.85,168.44,127.75,189.83
8108,10.75,8.5,0,9.5,2.55,0,88.59,164.11,153.13,124.63,163.32
8109,10.75,8.5,0,9.5,2.55,0,65.53,148.77,142.08,120.97,152.73
8110,10.75,8.5,0,9.5,2.55,0,63.25,125.38,130.81,114.48,142.08
8111,10.75,8.5,0,9.5,2.55,0,60.52,55.83,120.99,105.55,130.81
8112,10.75,8.5,0,9.5,2.55,0,70.74,56.19,116.66,100,121.05
8113,10.75,8.5,0,9.5,2.55,0,68.01,51.77,112.79,91.76,116.66
8114,10.75,8.5,0,9.5,2.55,0,63.15,53.21,110,90.85,112.79
8115,10.75,8.5,0,9.5,2.55,0,50.33,54.19,111.64,88.01,109.92
8116,10.75,8.5,0,9.5,2.55,0,33.12,54.74,119.6,85.73,111.11
8117,10.75,8.5,0,9.5,2.55,0,36.16,65.31,140.54,83.62,118.56
8118,10.75,8.5,0,9.5,2.55,0,42.26,138.92,204.75,84.71,137.49
8119,10.75,8.5,0,9.5,2.55,0,63.33,184.48,268.82,91.02,175.04
8120,10.75,8.5,0,9.5,2.55,0,60.98,258.04,244.05,108,232.64
8121,10.75,8.5,0,9.5,2.55,0,70.21,236.39,212.21,114.32,224.44
8122,10.75,8.5,0,9.5,2.55,0,71.11,196.6,198.95,122.28,176.42
8123,10.75,8.5,0,9.5,2.55,0,71.07,185.85,192.25,122.88,170.32
8124,10.75,8.5,0,9.5,2.55,0,75.27,109.23,192.68,120.55,170.33
8125,10.75,8.5,0,9.5,2.55,0,70.36,185.78,207.54,121.27,164.45
8126,10.75,8.5,0,9.5,2.55,0,66.34,107.22,227.83,118.34,172.49
8127,10.75,8.5,0,9.5,2.55,0,62.34,109.82,251.69,118.53,182.49
8128,10.75,8.5,0,9.5,2.55,0,65.96,108.88,287.76,127.26,202.32
8129,10.75,8.5,0,9.5,2.55,0,75.65,94.54,230.22,122.59,247.46
8130,10.75,8.5,0,9.5,2.55,0,78.43,89.68,194,129.24,206.67
8131,10.75,8.5,0,9.5,2.55,0,69.72,68.45,158.8,145.9,182.24
8132,10.75,8.5,0,9.5,2.55,0,68.21,75.6,133,147.47,150.65
8133,10.75,8.5,0,9.5,2.55,0,61.17,79.54,120,141.56,131.04
8134,10.75,8.5,0,9.5,2.55,0,58.8,113.71,111,128.63,123.4
8135,10.75,8.5,0,9.5,2.55,0,52.88,64.54,114.77,117.83,112.4
8136,10.75,8.5,0,9.5,2.55,0,54.51,47.56,105.74,111.55,114.77
8137,10.75,8.5,0,9.5,2.55,0,54.11,46.96,100.1,103.28,105.74
8138,10.75,8.5,0,9.5,2.55,0,49.48,47.25,87.14,94.97,101.77
8139,10.75,8.5,0,9.5,2.55,0,45.98,46.65,76.94,93.1,98
8140,10.75,8.5,0,9.5,2.55,0,44.89,46.64,77.7,92.57,88.94
8141,10.75,8.5,0,9.5,2.55,0,45.52,48.06,91.3,90.96,90.53
8142,10.75,8.5,0,9.5,2.55,0,51.07,71.21,115,90.59,109.04
8143,10.75,8.5,0,9.5,2.55,0,53.25,95.98,128,93.89,120.27
8144,10.75,8.5,0,9.5,2.55,0,53.79,110.71,99.91,106.94,137.46
8145,10.75,8.5,0,9.5,2.55,0,59.68,86.72,91.87,133.86,131.78
8146,10.75,8.5,0,9.5,2.55,0,62.77,79.84,80.14,167,125.97
8147,10.75,8.5,0,9.5,2.55,0,64.75,69.79,75.35,166.54,111.63
8148,10.75,8.5,0,9.5,2.55,0,67.05,65.71,70.89,150,106.55
8149,10.75,8.5,0,9.5,2.55,0,70.84,61.83,62.93,146.29,105.39
8150,10.75,8.5,0,9.5,2.55,0,72.16,55.03,61.79,146.1,108.45
8151,10.75,8.5,0,9.5,2.55,0,71.92,54.13,54.42,141.03,108.99
8152,10.75,8.5,0,9.5,2.55,0,70.45,52.22,60.4,140.5,124.64
8153,10.75,8.5,0,9.5,2.55,0,111.82,52.1,53.64,143.99,129.38
8154,10.75,8.5,0,9.5,2.55,0,252.95,48.43,44.59,164,130
8155,10.75,8.5,0,9.5,2.55,0,157.75,47.61,40.75,178.07,119.15
8156,10.75,8.5,0,9.5,2.55,0,101.09,46.94,46.55,165.28,101.91
8157,10.75,8.5,0,9.5,2.55,0,75.15,47.61,41.84,149.93,83.93
8158,10.75,8.5,0,9.5,2.55,0,56.77,41.59,43.14,129.91,79.96
8159,10.75,8.5,0,9.5,2.55,0,53.89,41.23,10.64,115.68,47.75
8160,10.75,8.5,0,9.5,2.55,0,56.36,36.81,4.6,107.33,16.28
8161,10.75,8.5,0,9.5,2.55,0,54.46,29.91,3.87,100.44,9.82
8162,10.75,8.5,0,9.5,2.55,0,53.82,18.99,2.31,99.2,7.63
8163,10.75,8.5,0,9.5,2.55,0,50.06,19,2.99,97.85,5.22
8164,10.75,8.5,0,9.5,2.55,0,41.75,24.93,10.35,96.86,5.5
8165,10.75,8.5,0,9.5,2.55,0,39.54,34.7,62.7,91.81,13.39
8166,10.75,8.5,0,9.5,2.55,0,40.46,43.59,92.71,89.92,65.11
8167,10.75,8.5,0,9.5,2.55,0,50.01,60.33,110.17,94.53,97.44
8168,10.75,8.5,0,9.5,2.55,0,44.03,106.49,110.16,116.58,114.07
8169,10.75,8.5,0,9.5,2.55,0,52.96,106.62,104.08,131.22,118.76
8170,10.75,8.5,0,9.5,2.55,0,58.54,100.74,98.37,150,107.77
8171,10.75,8.5,0,9.5,2.55,0,64.29,95.21,91.9,137.7,102.24
8172,10.75,8.5,0,9.5,2.55,0,65.3,88.74,100.7,134.36,93.39
8173,10.75,8.5,0,9.5,2.55,0,72.01,97.49,109,138.17,102.84
8174,10.75,8.5,0,9.5,2.55,0,71.97,105.57,116.92,137.99,109
8175,10.75,8.5,0,9.5,2.55,0,76.94,84.07,131.55,138.35,118.06
8176,10.75,8.5,0,9.5,2.55,0,82.23,127.18,142.99,138.08,131.28
8177,10.75,8.5,0,9.5,2.55,0,240.3,138.24,151.07,138.02,142.78
8178,10.75,8.5,0,9.5,2.55,0,442.75,146.02,142.48,133.87,150.42
8179,10.75,8.5,0,9.5,2.55,0,190.37,137.66,130,128.59,141.15
8180,10.75,8.5,0,9.5,2.55,0,98.42,125.78,119.42,120.35,127.46
8181,10.75,8.5,0,9.5,2.55,0,67.91,115.57,121.08,104.14,117.3
8182,10.75,8.5,0,9.5,2.55,0,56.59,89.45,102.14,100.36,115.77
8183,10.75,8.5,0,9.5,2.55,0,53.16,53.29,86.65,97,99.5
8184,10.75,8.5,0,9.5,2.55,0,51.81,51.92,74.32,96.42,78.95
8185,10.75,8.5,0,9.5,2.55,0,53.79,48.87,68,87.08,73.14
8186,10.75,8.5,0,9.5,2.55,0,50.72,44.23,62.36,87.09,66.23
8187,10.75,8.5,0,9.5,2.55,0,49.34,42.92,49.1,83.26,52.74
8188,10.75,8.5,0,9.5,2.55,0,44.71,41.45,37.41,81.43,38.1
8189,10.75,8.5,0,9.5,2.55,0,42.53,38.41,38.26,79.52,36.38
8190,10.75,8.5,0,9.5,2.55,0,54.48,38.24,41.48,80,37.25
8191,10.75,8.5,0,9.5,2.55,0,68.47,40.92,54.17,87.04,42.65
8192,10.75,8.5,0,9.5,2.55,0,78.9,43.64,59.1,99.69,55.3
8193,10.75,8.5,0,9.5,2.55,0,106.3,44.56,53.71,107.29,60.17
8194,10.75,8.5,0,9.5,2.55,0,116.71,45.69,51.33,112.65,56.97
8195,10.75,8.5,0,9.5,2.55,0,113.31,46.92,54.13,118.52,55.34
8196,10.75,8.5,0,9.5,2.55,0,118.32,46.98,54.44,118.75,62.13
8197,10.75,8.5,0,9.5,2.55,0,107.63,47.24,57.38,118.02,62.76
8198,10.75,8.5,0,9.5,2.55,0,95.39,49.32,59.11,116.66,61.16
8199,10.75,8.5,0,9.5,2.55,0,87.2,51.65,60.95,111.78,67.53
8200,10.75,8.5,0,9.5,2.55,0,88.52,51.97,63,113.11,79.86
8201,10.75,8.5,0,9.5,2.55,0,143.71,54.04,62.09,118.33,82.73
8202,10.75,8.5,0,9.5,2.55,0,189.75,52.95,69.1,114.98,80.66
8203,10.75,8.5,0,9.5,2.55,0,101.62,55.37,75,117.99,79.45
8204,10.75,8.5,0,9.5,2.55,0,78.42,52.09,76.34,118.6,79.09
8205,10.75,8.5,0,9.5,2.55,0,63.2,51.96,73.99,105.56,75.54
8206,10.75,8.5,0,9.5,2.55,0,58.04,53.57,68.73,104.62,72.25
8207,10.75,8.5,0,9.5,2.55,0,50.62,44.83,43.62,101.12,64.77
8208,10.75,8.5,0,9.5,2.55,0,55.73,42.44,43.62,101.72,75.09
8209,10.75,8.5,0,9.5,2.55,0,51.87,42.55,50.76,90.58,68.73
8210,10.75,8.5,0,9.5,2.55,0,47.3,41.48,41.4,95,69.33
8211,10.75,8.5,0,9.5,2.55,0,44.09,40.36,40.6,85.1,64.15
8212,10.75,8.5,0,9.5,2.55,0,44.87,39.58,40.02,79.49,64.11
8213,10.75,8.5,0,9.5,2.55,0,48.62,38.99,40.94,73.07,69.83
8214,10.75,8.5,0,9.5,2.55,0,59.83,39.84,44.08,70.56,71.28
8215,10.75,8.5,0,9.5,2.55,0,76.82,42.77,45.76,73.01,71.42
8216,10.75,8.5,0,9.5,2.55,0,84.32,44.4,67.11,76.04,80
8217,10.75,8.5,0,9.5,2.55,0,99.03,51.89,88.91,82.4,89.88
8218,10.75,8.5,0,9.5,2.55,0,99.03,62.12,103.92,84.93,91.75
8219,10.75,8.5,0,9.5,2.55,0,94.79,62.28,86.08,91.51,96.51
8220,10.75,8.5,0,9.5,2.55,0,91.57,67.01,96.55,91.01,100.65
8221,10.75,8.5,0,9.5,2.55,0,91,63.07,85.14,91.94,99.75
8222,10.75,8.5,0,9.5,2.55,0,90.44,76.78,79.45,94.2,91.22
8223,10.75,8.5,0,9.5,2.55,0,91.62,77.83,83.27,90.67,100.87
8224,10.75,8.5,0,9.5,2.55,0,95.87,81.64,82.85,85.63,88.42
8225,10.75,8.5,0,9.5,2.55,0,151.69,74.62,78.31,83.5,99.92
8226,10.75,8.5,0,9.5,2.55,0,180.99,65.45,64.81,80.08,94.06
8227,10.75,8.5,0,9.5,2.55,0,113.75,60.12,57.94,79.04,92.38
8228,10.75,8.5,0,9.5,2.55,0,85.08,53.34,54.66,77.43,87.59
8229,10.75,8.5,0,9.5,2.55,0,65.97,48.61,42.57,69.45,86.7
8230,10.75,8.5,0,9.5,2.55,0,59.84,43.56,40.78,64.46,83.9
8231,10.75,8.5,0,9.5,2.55,0,53.78,41.49,42.91,60.41,72.95
8232,10.75,8.5,0,9.5,2.55,0,52.54,41.52,45.2,56.84,67.23
8233,10.75,8.5,0,9.5,2.55,0,48.68,40.96,35.06,46.18,51.17
8234,10.75,8.5,0,9.5,2.55,0,45.81,38.72,34.25,33.69,34.28
8235,10.75,8.5,0,9.5,2.55,0,42.58,35.14,32.59,21.51,29.13
8236,10.75,8.5,0,9.5,2.55,0,42.83,38.84,38.26,13.21,31.1
8237,10.75,8.5,0,9.5,2.55,0,47.11,40.89,42.72,5.99,61.05
8238,10.75,8.5,0,9.5,2.55,0,59.09,45.56,69.03,10,77.71
8239,10.75,8.5,0,9.5,2.55,0,76.93,62.55,81.56,18.09,113.68
8240,10.75,8.5,0,9.5,2.55,0,107.53,79.36,66.79,23.97,122.91
8241,10.75,8.5,0,9.5,2.55,0,118.32,64.84,67.12,41.85,122.97
8242,10.75,8.5,0,9.5,2.55,0,124,65.17,68.46,60.86,129.54
8243,10.75,8.5,0,9.5,2.55,0,124,66.47,69.82,65.78,125.8
8244,10.75,8.5,0,9.5,2.55,0,123.97,67.81,78.94,67.35,127.19
8245,10.75,8.5,0,9.5,2.55,0,124,76.73,92.64,69.68,120
8246,10.75,8.5,0,9.5,2.55,0,124,90.17,112.76,67.2,113.36
8247,10.75,8.5,0,9.5,2.55,0,121.44,110.26,115.16,67.1,116.91
8248,10.75,8.5,0,9.5,2.55,0,124,112.08,118.94,69.67,116.44
8249,10.75,8.5,0,9.5,2.55,0,189.75,116.53,116.91,75.84,122.95
8250,10.75,8.5,0,9.5,2.55,0,284.5,114.61,122.21,80.3,133.86
8251,10.75,8.5,0,9.5,2.55,0,125.48,121.6,113.16,80.3,128.64
8252,10.75,8.5,0,9.5,2.55,0,80.64,111.25,100.98,85.42,120.45
8253,10.75,8.5,0,9.5,2.55,0,62.36,97.72,98.48,80.76,102.95
8254,10.75,8.5,0,9.5,2.55,0,60.61,91.33,92.39,78.05,101.62
8255,10.75,8.5,0,9.5,2.55,0,54.48,82.09,77.27,77.14,94.48
8256,10.75,8.5,0,9.5,2.55,0,55.13,74.63,85,78.02,100
8257,10.75,8.5,0,9.5,2.55,0,51.79,65.6,86.5,69.16,91.67
8258,10.75,8.5,0,9.5,2.55,0,50.43,62.28,83.7,34.44,87.84
8259,10.75,8.5,0,9.5,2.55,0,46.29,63.3,87.21,15.5,84.17
8260,10.75,8.5,0,9.5,2.55,0,42.47,66.27,89.07,12.72,87.32
8261,10.75,8.5,0,9.5,2.55,0,49.71,78.44,112.06,8.62,88.15
8262,10.75,8.5,0,9.5,2.55,0,60.03,108.11,135.18,11.82,107.11
8263,10.75,8.5,0,9.5,2.55,0,77.79,116.15,169.76,38.04,123.76
8264,10.75,8.5,0,9.5,2.55,0,75.65,138.07,182.14,74.59,133.83
8265,10.75,8.5,0,9.5,2.55,0,94.84,162.57,184.75,91.36,145.84
8266,10.75,8.5,0,9.5,2.55,0,103.17,160.62,186.5,97.98,137.53
8267,10.75,8.5,0,9.5,2.55,0,103.73,165.09,180.62,98.33,137.38
8268,10.75,8.5,0,9.5,2.55,0,96.84,146.01,190.78,93.36,132.6
8269,10.75,8.5,0,9.5,2.55,0,103.61,167.15,189.41,90.68,138
8270,10.75,8.5,0,9.5,2.55,0,90.09,174.73,197.64,89.31,141.28
8271,10.75,8.5,0,9.5,2.55,0,80.96,182.15,199.09,88.03,149.54
8272,10.75,8.5,0,9.5,2.55,0,84.9,185.69,199.34,92.51,158.21
8273,10.75,8.5,0,9.5,2.55,0,104.32,166.01,181,95.92,160.23
8274,10.75,8.5,0,9.5,2.55,0,104.37,174.75,180.17,105.51,181
8275,10.75,8.5,0,9.5,2.55,0,82.15,173.97,166.6,117.99,176.73
8276,10.75,8.5,0,9.5,2.55,0,68.66,147.43,151.15,122.64,151
8277,10.75,8.5,0,9.5,2.55,0,58.17,115.91,137.94,121.35,129.52
8278,10.75,8.5,0,9.5,2.55,0,58.07,79.7,121.37,114.03,127.68
8279,10.75,8.5,0,9.5,2.55,0,54.36,69.8,115.94,99.24,121.37
8280,10.75,8.5,0,9.5,2.55,0,47.78,67.03,108.22,96.48,105.37
8281,10.75,8.5,0,9.5,2.55,0,43.29,57.83,107.31,86.82,104.12
8282,10.75,8.5,0,9.5,2.55,0,43.71,54.98,106.17,88.05,101.97
8283,10.75,8.5,0,9.5,2.55,0,40.92,54.9,108.69,87.06,100.35
8284,10.75,8.5,0,9.5,2.55,0,39.59,54.52,125.31,85.62,98.2
8285,10.75,8.5,0,9.5,2.55,0,43.74,61.84,163.42,84.42,107.03
8286,10.75,8.5,0,9.5,2.55,0,46.8,80.79,249.59,87.01,116.4
8287,10.75,8.5,0,9.5,2.55,0,64.55,178.64,356.18,89.03,149.6
8288,10.75,8.5,0,9.5,2.55,0,59.94,291.21,364.97,107.41,235
8289,10.75,8.5,0,9.5,2.55,0,65.92,301.86,338.58,121.09,261.88
8290,10.75,8.5,0,9.5,2.55,0,68.88,281.99,344.35,146.33,237.14
8291,10.75,8.5,0,9.5,2.55,0,73.24,308.72,334,131.94,241.05
8292,10.75,8.5,0,9.5,2.55,0,74.25,301.26,333.15,129.85,244.04
8293,10.75,8.5,0,9.5,2.55,0,75.9,289.55,362.22,122.9,244.73
8294,10.75,8.5,0,9.5,2.55,0,79.32,350,377,124.57,266.33
8295,10.75,8.5,0,9.5,2.55,0,73.77,366.65,437.87,127.18,284.52
8296,10.75,8.5,0,9.5,2.55,0,76.03,422.62,434.86,123.7,319.69
8297,10.75,8.5,0,9.5,2.55,0,121.79,429.68,359.92,120.14,348.9
8298,10.75,8.5,0,9.5,2.55,0,182.8,347,341.25,117.93,310.02
8299,10.75,8.5,0,9.5,2.55,0,107.45,329.73,206.82,110.88,278.35
8300,10.75,8.5,0,9.5,2.55,0,72.1,199.17,171.2,105,186.66
8301,10.75,8.5,0,9.5,2.55,0,65.41,161.1,150,94.22,161.1
8302,10.75,8.5,0,9.5,2.55,0,65.78,144.54,135.96,92.15,150
8303,10.75,8.5,0,9.5,2.55,0,59.43,130.93,122.24,88.14,136.02
8304,10.75,8.5,0,9.5,2.55,0,66.04,117.81,115.3,83.37,122.24
8305,10.75,8.5,0,9.5,2.55,0,62.37,111.06,109.96,77.5,115.3
8306,10.75,8.5,0,9.5,2.55,0,64.01,105.92,107.35,75.36,109.96
8307,10.75,8.5,0,9.5,2.55,0,57.61,103.41,112.51,72.96,107.35
8308,10.75,8.5,0,9.5,2.55,0,49.34,108.36,123.67,73.7,112.51
8309,10.75,8.5,0,9.5,2.55,0,44.77,106.55,176.18,71.43,122.04
8310,10.75,8.5,0,9.5,2.55,0,48.07,169.35,599.99,73.02,150.17
8311,10.75,8.5,0,9.5,2.55,0,56.36,434.96,655.6,75.45,258.04
8312,10.75,8.5,0,9.5,2.55,0,60.62,396.44,646.76,83.1,389.15
8313,10.75,8.5,0,9.5,2.55,0,61.95,478.27,543.83,102.41,400
8314,10.75,8.5,0,9.5,2.55,0,65.23,482.33,465.36,98.83,363.37
8315,10.75,8.5,0,9.5,2.55,0,72.11,418.39,404.99,103.73,328.83
8316,10.75,8.5,0,9.5,2.55,0,72.24,367.84,415.3,100.3,293.07
8317,10.75,8.5,0,9.5,2.55,0,66.42,386.13,490.34,100,318.55
8318,10.75,8.5,0,9.5,2.55,0,64.7,449.44,668.49,97.66,352.89
8319,10.75,8.5,0,9.5,2.55,0,59.85,614.91,818.98,102.7,475.91
8320,10.75,8.5,0,9.5,2.55,0,62.94,740.68,936.28,104.37,551
8321,10.75,8.5,0,9.5,2.55,0,82.17,898.25,674.18,109.4,565.46
8322,10.75,8.5,0,9.5,2.55,0,113.82,646.77,551.01,106.05,433.07
